id,text,topic
14044, interruzione acqua acqua ,  false
14045, rete acqua acqua zona programma interruzione erogazione acqua pressione ,  false
14046, perturbazione ,  false
14047,blackout energia incrocio cabina blackout buio guasto cabina tempo energia quartiere fuoco polizia traffico zona energia luce ,  true
14048, energia chiusura interruzione energia comunicazione interruzione energia zona interruzione illuminazione causa interruzione autoclave erogazione acqua sicurezza chiusura zona interruzione energia sospensione chiusura zona interruzione energia provvedimento provincia energia chiusura ,  false
14049, blackout cabina blackout buio guasto tilt cabina tempo energia quartiere fuoco polizia traffico energia luce interruzione linea area intervento ripristino corrente buio installazione quartiere casa elettrico chiusura ,  true
14050, guasto rete mancanza acqua guasto rete acqua ,  true
14051, secco guasto guasto rete sospensione servizio zona ,  true
14052,acqua conseguenza guasto comune area provincia comune provincia comune acqua conseguenza guasto rete conseguenza guasto acqua acqua problema acqua rottura acquedotto rete acqua erogazione acqua flusso acqua tubo strada riparazione tratto interruzione erogazione acqua pressione fuoriuscita acqua condotta rete causa tecnico problema danno problema acqua acqua acquedotto tempo acqua regione perdita linea autostrada soccorso stazione ,  true
14053, gas gas erogazione servizio gas interruzione servizio fornitura gas protezione utenza vittima servizio fornitura gas interruzione gas rete acqua deposito rete deposito servizio gestore campo ,  false
14054, guasto energia zona causa guasto lavoro ripristino ,  true
14055, sospensione flusso sospensione flusso manutenzione serbatoio servizio comune sospensione flusso zona zona ripristino servizio ,  false
14056, flusso causa collegamento condotta zona servizio comune ,  false
14057, blackout cabina blackout buio guasto tilt cabina tempo energia quartiere fuoco polizia traffico energia luce interruzione linea area intervento ripristino corrente buio installazione quartiere casa elettrico chiusura ,  true
14058, interruzione interruzione manutenzione tubazione alimentazione manutenzione tubazione alimentazione erogazione zona erogazione informazione telefono interruzione ,  false
14059, condotta acqua condotta acqua notizia interruzione flusso incidente traffico tilt maltempo allerta provincia acqua notizia manutenzione condotta centrale interruzione flusso comune comune disagio zona ,  false
14060, energia chiusura interruzione energia comunicazione interruzione energia zona interruzione illuminazione causa interruzione autoclave erogazione acqua sicurezza chiusura zona interruzione energia sospensione chiusura zona interruzione energia provvedimento provincia energia chiusura ,  false
14061,interruzione acqua interruzione acqua acqua programma interruzione erogazione acqua centrale pressione intervento tratto strada ,  false
14062, acqua maltempo erogazione capoluogo azienda causa maltempo acqua tilt secco azienda lavoro servizio azienda ,  false
14063, maltempo maltempo maltempo polizia morte pozzo ,  false
14064,maltempo bomba acqua circolazione bomba acqua traffico allagamento livello acqua soccorso fuoco emergenza pioggia polizia ,  false
14065, manutenzione rete intervento acquedotto manutenzione rete acquedotto sospensione erogazione acqua lavoro tratto strada flusso interruzione flusso servizio emergenza acquedotto acquedotto rete ,  false
14066, blackout cabina blackout buio guasto tilt cabina tempo energia quartiere fuoco polizia traffico energia luce interruzione linea area intervento ripristino corrente buio installazione quartiere casa elettrico chiusura ,  true
14067, blackout rete centrale tempo squadra rete linea ,  false
14068, blackout blackout stazione programma manutenzione linea intervento distacco energia linea rete linea treno linea servizio circolazione ,  true
14069, gas gas erogazione servizio gas interruzione servizio fornitura gas protezione utenza vittima servizio fornitura gas interruzione gas rete acqua deposito rete deposito servizio gestore campo ,  false
14070, blackout temporale blackout zona guasto casa corrente lavoro manutenzione zona ,  true
14071, paese blackout paese intervento compagnia blackout linea internet allarme popolazione operazione internet linea paese problema territorio collegamento ,  true
14072, crisi ,  false
14073,interruzione interruzione acquedotto riparazione erogazione erogazione ,  false
14074,guasto guasto acqua guasto acqua flusso causa guasto flusso disagio interruzione tratto circolazione traffico guasto interruzione guasto interruzione strada ,  true
14075,interruzione comune interruzione comune causa guasto acqua incrocio incrocio lavoro problema interruzione secco rete secco interruzione comune ,  true
14076, condotta acqua condotta acqua notizia interruzione flusso incidente traffico tilt maltempo allerta provincia acqua notizia manutenzione condotta centrale interruzione flusso comune comune disagio zona ,  false
14077, fornitura acqua interruzione quartiere zona frazione stazione acqua interruzione quartiere disagio acquedotto tratto acqua acqua fornitura causa pressione acqua ,  false
14078,interruzione interruzione manutenzione rete fornitura quartiere acqua interruzione ,  false
14079, interruzione fornitura interruzione fornitura fornitura energia comune manutenzione ,  false
14080,guasto rete rete energia comune notizia lavoro guasto zona cavo linea area danno disservizio elettrico tratto cavo distribuzione rete distribuzione linea guasto servizio elettrico disagio ,  true
14081,guasto rete rete energia comune notizia lavoro guasto zona cavo linea area danno disservizio elettrico tratto cavo distribuzione rete distribuzione linea guasto servizio elettrico disagio ,  true
14082,acqua problema serbatoio problema impianto serbatoio guasto impianto elettrico impianto elettrico serbatoio zona acqua erogazione zona distribuzione zona ospedale incidente ,  true
14083,sospensione servizio servizio acquedotto comune sospensione servizio intervento manutenzione rete comunicazione servizio notizia ente ,  false
14084, interruzione causa manutenzione comune interruzione fornitura ,  false
14085, linea internet linea internet rete portata guasto lavoro rischio piattaforma danno blackout gestore tecnico ,  true
14086, acqua acqua rete fuoriuscita acqua fenomeno rottura tubazione azienda rete acqua quadro fuoriuscita erogazione acqua flusso acqua tubo strada riparazione tratto interruzione erogazione acqua pressione fuoriuscita acqua condotta rete causa ,  true
14087, linea internet linea internet rete portata guasto lavoro rischio piattaforma danno blackout gestore tecnico ,  true
14088, interruzione causa manutenzione comune interruzione fornitura ,  false
14089, blackout sicurezza crollo ,  false
14090, linea internet linea internet rete portata guasto lavoro rischio piattaforma danno blackout gestore tecnico ,  true
14091,blackout blackout linea notizia blackout compagnia notizia blackout rete rete compagnia rete incubo danno problema rete lavoro compagnia blackout disservizio disservizio disservizio blackout rete gestore ,  true
14092, auto guasto fuoco auto guasto fuoco auto guasto elettrico panico allarme fuoco macchina ,  true
14093, pressione sospensione servizio intervento pressione sospensione erogazione acqua comune intervento manutenzione centrale impianto intervento ,  false
14094,interruzione comune interruzione comune causa guasto rete acqua lavoro problema interruzione secco rete secco interruzione comune ,  true
14096, linea incubo rete rete disservizio compagnia danno linea azienda problema rete lavoro linea problema problema blackout rete blocco rete ripristino disservizio blocco rete azienda problema servizio tempo problema ,  true
14097,maltempo ,  false
14098, pressione sospensione servizio intervento pressione sospensione erogazione acqua comune intervento manutenzione centrale impianto intervento ,  false
14099,blackout blackout linea notizia blackout compagnia notizia blackout rete rete compagnia rete incubo danno problema rete lavoro compagnia blackout disservizio disservizio disservizio blackout rete gestore ,  true
14100, blackout interruzione corrente ferito,  false
14101, sicurezza ripristino energia notizia causa ritardo blackout sbalzo energia mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio sbalzo energia guasto rete tempo problema interruzione corrente servizio elettrico interruzione alimentazione emergenza pericolo ,  true
14102, guasto rete emergenza problema tecnico problema servizio sbalzo energia blackout mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio sbalzo energia guasto rete tempo problema squadra emergenza zona flusso ,  true
14103, interruzione interruzione acqua sicurezza rete area sostituzione tratto tubatura servizio intervento tubatura quadro intervento interruzione zona tempo fiume ,  false
14104, manutenzione rete comune erogazione servizio fornitura area ripristino servizio acqua tempo intervento intervento sostituzione tratto condotta rete distribuzione comune erogazione servizio fornitura autobotte area ripristino servizio acqua tempo intervento intervento collegamento condotta rete distribuzione comune erogazione ripristino servizio acqua tempo intervento ,  false
14105, sicurezza ripristino energia notizia causa ritardo blackout sbalzo energia mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio sbalzo energia guasto rete tempo problema interruzione corrente servizio elettrico interruzione alimentazione emergenza pericolo ,  true
14106, elettrico elettrico elettrico corrente azienda ,  true
14107,blackout sbalzo energia sbalzo energia blackout linea corrente soccorso fuoco paura rete rete tempo problema territorio sospensione tecnico sicurezza ,  true
14108, sospensione erogazione ,  false
14109,blackout blackout blocco fuoco ,  true
14110, ,  false
14111,blackout blackout blackout emergenza causa blackout sbalzo energia mancanza energia ,  true
14112, corrente carenza acqua,  false
14113, sospensione area provincia zona causa fuoco causa interruzione corrente squadra intervento fuoco emergenza caduta coda sbalzo energia guasto sicurezza disservizio ente sbalzo energia guasto rete ,  true
14114,guasto elettrico paura disagio ferito causa anomalia blocco sbalzo energia mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio ,  true
14115,blocco guasto rete sicurezza ripristino energia notizia causa ritardo blackout sbalzo energia mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio sbalzo energia guasto rete tempo problema interruzione corrente servizio elettrico interruzione alimentazione emergenza pericolo ,  true
14116, corrente provincia corrente guasto rete ,  true
14117,blackout blackout coda blackout buio fuoco intervento area coda blackout blocco sbalzo energia blackout mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio guasto rete ,  true
14118,blackout sbalzo energia sbalzo energia blackout linea corrente soccorso fuoco paura rete rete tempo problema territorio sospensione tecnico sicurezza ,  true
14119, sicurezza rete sicurezza rete intervento tubatura sicurezza rete area sostituzione tratto tubatura servizio intervento tubatura quadro intervento interruzione zona tempo fiume scuola ,  false
14120, corrente carenza acqua,  false
14121, interruzione interruzione acqua sicurezza rete area sostituzione tratto tubatura servizio intervento tubatura quadro intervento interruzione zona tempo fiume ,  false
14122, blackout intervento sicurezza fuoco guasto problema causa elettrico sicurezza ,  true
14123, blackout internet comunicazione informazione problema blackout elettrico copertura campo blackout elettrico evacuazione squadra sicurezza sicurezza tempo tecnico blackout blackout ferito fuoco blackout condotta internet quartiere blackout mancanza energia blackout blocco blackout elettrico segnalazione sicurezza macchina sicurezza struttura anomalia macchina evacuazione servizio evacuazione intervento fuoco squadra anomalia macchina notizia comunicazione incrocio informazione ,  true
14124,blackout blackout coda blackout buio fuoco intervento area coda blackout blocco sbalzo energia blackout mancanza energia blocco area sicurezza sicurezza distribuzione rete disservizio guasto rete ,  true
14125, paura conseguenza soccorso guasto rete ,  true
14126,blackout ,  false
14127,acquedotto sospensione servizio comune ,  false
14128, blackout internet comunicazione informazione problema blackout elettrico copertura campo blackout elettrico evacuazione squadra sicurezza sicurezza tempo tecnico blackout blackout ferito fuoco blackout condotta internet quartiere blackout mancanza energia blackout blocco blackout elettrico segnalazione sicurezza macchina sicurezza struttura anomalia macchina evacuazione servizio evacuazione intervento fuoco squadra anomalia macchina notizia comunicazione incrocio informazione ,  true
14129,interruzione provincia acqua manutenzione diga energia erogazione aeroporto erogazione zona zona erogazione informazione telefono aeroporto interruzione acqua provincia acqua ,  false
14130,acquedotto sospensione servizio comune ,  false
14131,interruzione manutenzione diga energia erogazione aeroporto erogazione zona zona erogazione ,  false
14132, rete blackout sistema elettrico sicurezza rete emergenza ripristino servizio elettrico disservizio gestore rete ,  true
14133,interruzione provincia acqua provincia acqua manutenzione diga energia erogazione aeroporto erogazione zona zona erogazione informazione telefono aeroporto interruzione acqua ,  false
14134, corrente carenza acqua,  false
14135, acqua condotta secco ,  false
14136, blackout blackout,  true
14137, zona struttura servizio manutenzione torrente acqua manutenzione tempo tempo mancanza tempo sicurezza programma sicurezza impianto sicurezza protezione struttura aria impianto gelo ghiaccio sostituzione lavoro lavoro manutenzione servizio manutenzione servizio campo sostituzione servizio manutenzione manutenzione ,  false
14138,acquedotto sospensione servizio comune ,  false
14139, sospensione fornitura sistema intervento rete fornitura tratto tratto ponte intervento pressione quartiere chiusura acqua ,  false
14140, blackout canale ,  false
14141, ,  false
14142, blackout internet comunicazione informazione problema blackout elettrico copertura campo blackout elettrico evacuazione squadra sicurezza sicurezza tempo tecnico blackout blackout ferito fuoco blackout condotta internet quartiere blackout mancanza energia blackout blocco blackout elettrico segnalazione sicurezza macchina sicurezza struttura anomalia macchina evacuazione servizio evacuazione intervento fuoco squadra anomalia macchina notizia comunicazione incrocio informazione ,  true
14143, energia causa interruzione energia comune causa manutenzione erogazione energia ,  false
14144, rischio chiusura impianto compagnia allarme energia chiusura condotta gas compagnia impianto causa intervento chiusura condotta linea chiusura paese ,  false
14145, blackout guasto tecnico blackout lavoro rallentamento sistema sistema squadra sistema sistema infrastruttura rallentamento sistema guasto sistema computer casa sistema regione servizio blackout emergenza servizio caos lavoro tecnico sistema emergenza urgenza tecnico problema sistema struttura centrale guasto sistema lavoro problema tensione sistema servizio disagio ,  true
14146, rischio chiusura impianto compagnia allarme energia chiusura condotta gas compagnia impianto causa intervento chiusura condotta linea chiusura paese ,  false
14147, interruzione servizio quartiere sospensione disservizio tratto zona ponte ,  false
14148, rete blackout rete stazione stazione ,  true
14149, acquedotto interruzione servizio acquedotto interruzione servizio intervento intervento acquedotto erogazione acqua erogazione incrocio incrocio serbatoio intervento aria acqua intervento servizio ,  false
14150, guasto rete interruzione disservizio causa manutenzione rete erogazione ,  false
14151,manutenzione rete rete acquedotto lavoro intervento manutenzione rete acquedotto lavoro allaccio tubazione sospensione erogazione acqua zona flusso interruzione flusso servizio emergenza acquedotto acquedotto rete ,  false
14152, interruzione servizio acqua acqua comune intervento interruzione erogazione acqua servizio rete telefonia ,  false
14153, intervento acqua pressione rete pressione mancanza acqua servizio disservizio distribuzione acqua servizio acqua intervento rete ,  false
14154,interruzione comune interruzione comune manutenzione rete distribuzione comune erogazione servizio fornitura autobotte area scuola ripristino servizio acqua tempo ,  false
14155,maltempo causa temporale traffico acqua auto polizia traffico frazione acqua ,  false
14156,sospensione sospensione ,  false
14157, sospensione fornitura fornitura intervento rete fornitura tratto tratto ponte intervento pressione quartiere chiusura acqua ,  false
14158,manutenzione rete rete acquedotto lavoro intervento manutenzione rete acquedotto lavoro allaccio tubazione sospensione erogazione acqua zona flusso interruzione flusso servizio emergenza acquedotto acquedotto rete ,  false
14159, blackout blackout blackout ,  true
14160, blackout guasto tecnico blackout lavoro rallentamento sistema sistema squadra sistema sistema infrastruttura rallentamento sistema guasto sistema computer casa sistema regione servizio blackout emergenza servizio caos lavoro tecnico sistema emergenza urgenza tecnico problema sistema struttura centrale guasto sistema lavoro problema tensione sistema servizio disagio ,  true
14161, blackout ,  false
14162, blackout tempo interruzione energia sisma ,  true
14163, blackout casa distacco carreggiata blackout bomba ,  true
14164,blackout area blackout zona illuminazione zona area malfunzionamento comune ,  true
14165, blackout freddo grandine neve grandine neve maltempo blackout maltempo centrale tempo perturbazione neve ,  true
14166, interruzione interruzione servizio erogazione collegamento linea intervento interruzione zona zona alimentazione serbatoio ,  false
14167,rete secco secco rubinetto causa rete secco causa manutenzione rete erogazione interruzione ,  false
14168,interruzione fornitura acqua comune acqua secco comune causa erogazione acqua interruzione fornitura ,  false
14169,maltempo maltempo comune provincia ghiaccio maltempo causa alluvione neve ,  false
14170,interruzione fornitura acqua comune acqua secco comune causa erogazione acqua interruzione fornitura ,  false
14171, acqua interruzione servizio erogazione intervento intervento collegamento linea interruzione zona zona alimentazione serbatoio ,  false
14172, guasto notizia problema sospensione disagio guasto elettrico causa guasto centralina servizio comunicazione guasto problema causa guasto ,  true
14173, guasto guasto secco territorio zona comunicazione acqua pressione ,  true
14174,sospensione intervento riparazione erogazione ,  false
14175, blackout tempo interruzione energia sisma ,  true
14176, acqua secco,  false
14177, blackout blackout elettrico tempo ,  true
14178, ,  false
14179, ponte casa stazione acqua causa ponte fornitura comune acqua sospensione servizio condotta acqua tempo ,  false
14180, interruzione pressione manutenzione rete distribuzione comune erogazione comune comune pressione ponte rete ripristino servizio acqua tempo ,  false
14181, ponte casa stazione acqua causa ponte fornitura comune acqua sospensione servizio condotta acqua tempo ,  false
14182,guasto rete interruzione utenza causa riparazione guasto rete interruzione ,  true
14183, interruzione erogazione acqua interruzione erogazione acqua programma manutenzione interruzione erogazione acqua causa manutenzione rete fornitura acqua pressione fornitura acqua fornitura acqua acqua ,  false
14184,interruzione acqua acqua flusso condotta ferrovia flusso ,  false
14185, ponte casa stazione acqua causa ponte fornitura comune acqua sospensione servizio condotta acqua tempo ,  false
14186, luce vittima problema elettrico buio ,  false
14187, guasto elettrico macchina ,  true
14188,sospensione flusso interruzione programma manutenzione rete collegamento condotta servizio comune sospensione flusso zona ripristino servizio sospensione flusso condotta,  false
14189, secco manutenzione territorio manutenzione rete servizio comune sospensione flusso territorio ripristino servizio acqua secco manutenzione territorio sospensione flusso ,  false
14190, elettrico ,  true
14191, interruzione intervento manutenzione rete acqua quartiere erogazione acqua ,  false
14192, acqua acquedotto acqua manutenzione territorio interruzione erogazione interruzione acqua collegamento territorio fibra tubazione conseguenza interruzione fornitura ,  false
14193, interruzione intervento manutenzione rete acqua quartiere erogazione acqua ,  false
14194, panico treno fiume elettrico allarme panico problema tecnico rete treno stazione sicurezza compagnia panico ,  false
14195, interruzione interruzione causa acquedotto ponte erogazione comune ,  false
14196, acqua acquedotto acqua manutenzione territorio interruzione erogazione interruzione acqua collegamento territorio fibra tubazione conseguenza interruzione fornitura ,  false
14197, elettrico frazione elettrico frazione corrente allarme network zona corrente guasto corrente auto ,  true
14198,guasto elettrico incendio guasto elettrico causa incendio struttura stazione struttura intervento fuoco soccorso soccorso ospedale ,  true
14199,maltempo quartiere maltempo provincia allerta protezione circolazione quartiere ,  false
14200,maltempo circolazione maltempo regione pioggia vento caduta albero territorio paura fuoco frana strada problema abitazione zona maltempo maltempo maltempo ,  false
14201,guasto comune frazione acqua utenza causa guasto centrale comune interruzione servizio comunicazione comune frazione lavoro problema secco acqua secco guasto elettrico interruzione ,  true
14202,guasto comune frazione acqua utenza causa guasto centrale comune interruzione servizio comunicazione comune frazione lavoro problema secco acqua secco guasto elettrico interruzione ,  true
14203, deposito strada tempo deposito servizio linea strada operazione attacco servizio deposito servizio guasto alimentazione servizio intervento centrale strada servizio manutenzione manutenzione guasto strada servizio riparazione rottura servizio rete conseguenza azienda tempo deposito metro attacco sicurezza trasporto sicurezza ,  true
14204, manutenzione manutenzione programma programma manutenzione rete comune sospensione flusso zona comune sospensione flusso comune territorio comune territorio comune territorio comune territorio comune territorio comune manutenzione rete servizio sospensione flusso ponte ripristino servizio ,  false
14205,interruzione territorio interruzione territorio causa guasto rete interruzione lavoro problema interruzione secco secco interruzione comune interruzione territorio ,  true
14206, interruzione energia interruzione energia fornitura energia strada interruzione energia ,  false
14207,maltempo grandine grandine temporale grandine tempo maltempo regione territorio grandine auto rottura tempo calo grandine pioggia,  true
14208,maltempo maltempo tempo provincia pioggia crollo acqua edificio fuoco sicurezza zona paese allagamento fango causa maltempo temporale ,  false
14209,blackout tratto blackout internet ,  true
14210, interruzione energia fornitura energia ,  false
14211,blackout area crisi servizio manutenzione interruzione intervento protezione servizio regione telefonia internet segnalazione regione territorio servizio blackout disagio interruzione servizio sicurezza emergenza rete territorio regione ,  true
14212, interruzione fornitura gas comune ripristino fornitura gas rottura tratto rete distribuzione azienda distribuzione gas comune segnalazione sicurezza impianto zona rottura chiusura condotta chiusura servizio azienda impianto fornitura tempo informazione segnalazione azienda comune servizio intervento ,  true
14213, interruzione fornitura gas comune ripristino fornitura gas rottura tratto rete distribuzione azienda distribuzione gas comune segnalazione sicurezza impianto zona rottura chiusura condotta chiusura servizio azienda impianto fornitura tempo informazione segnalazione azienda comune servizio intervento ,  true
14214, guasto elettrico,  false
14215,guasto rete zona guasto rete zona secco guasto rete zona secco secco manutenzione fornitura area ,  true
14216, lavoro distribuzione rete distribuzione manutenzione sistema elettrico azienda intervento cabina alimentazione area territorio territorio distribuzione linea tensione cabina frazione linea tensione guasto tratto intervento servizio elettrico intervento sistema elettrico distribuzione territorio elettrico buio ,  true
14217, causa maltempo interruzione interruzione servizio erogazione causa interruzione ,  false
14218, interruzione servizio erogazione interruzione servizio erogazione interruzione servizio erogazione interruzione servizio erogazione collegamento linea interruzione alimentazione serbatoio acqua interruzione acqua ,  false
14219, interruzione servizio interruzione servizio erogazione collegamento linea interruzione alimentazione serbatoio interruzione servizio ,  false
14220, lavoro distribuzione rete distribuzione manutenzione sistema elettrico azienda intervento cabina alimentazione area territorio territorio distribuzione linea tensione cabina frazione linea tensione guasto tratto intervento servizio elettrico intervento sistema elettrico distribuzione territorio elettrico buio ,  true
14221, interruzione energia fornitura energia ,  false
14222,maltempo vento perturbazione vento servizio regione,  false
14223,maltempo causa maltempo vento servizio perturbazione calo freddo sbalzo ,  false
14224,maltempo aria aria aria protezione strada rete transito danno provincia strada causa aria calo protezione maltempo causa alluvione neve ,  false
14225, erogazione lavoro erogazione impianto erogazione manutenzione acqua sospensione erogazione impianto intervento manutenzione disservizio lavoro zona squadra comune ,  false
14226,blackout area crisi servizio manutenzione interruzione intervento protezione servizio regione telefonia internet segnalazione regione territorio servizio blackout disagio interruzione servizio sicurezza emergenza rete territorio regione ,  true
14227, lavoro distribuzione rete distribuzione manutenzione sistema elettrico azienda intervento cabina alimentazione area territorio territorio distribuzione linea tensione cabina frazione linea tensione guasto tratto intervento servizio elettrico intervento sistema elettrico distribuzione territorio elettrico buio ,  true
14228, tempo blackout ,  false
14229, problema energia problema energia regione distribuzione servizio problema tensione energia regione energia blocco fornitura energia territorio popolazione energia servizio erogazione regione distribuzione intervento manutenzione servizio area regione problema energia fenomeno tensione ,  false
14230,acqua acqua emergenza rete comune autobotte territorio acqua autobotte rete servizio problematica comune incubo luce azienda servizio acqua diga torrente servizio regione rete distribuzione comune quadro metropolitana crisi acqua comune urgenza perdita acqua riparazione guasto metropolitana mancanza acqua secco pressione fornitura mancanza comunicazione comune quadro diga ,  true
14231, guasto trasporto bus trasporto bus guasto trasporto tratto causa guasto centralina sistema elettrico sistema ,  true
14232, maltempo sospensione servizio interruzione servizio erogazione ,  false
14233,sospensione flusso secco sospensione flusso secco ripristino servizio causa tensione distribuzione impianto sospensione flusso ripristino servizio secco sospensione flusso ,  false
14234, blackout elettrico lavoro tempo ,  true
14235, interruzione causa causa maltempo interruzione ,  false
14236, maltempo sospensione servizio interruzione servizio erogazione ,  false
14237, interruzione flusso intervento sostituzione flusso ,  false
14238, corrente intervento zona servizio elettrico distribuzione rete cabina energia tensione sicurezza interruzione corrente sospensione corrente zona distribuzione corrente maltempo ,  false
14239,interruzione acqua interruzione acqua acqua comune intervento sostituzione condotta flusso pressione mancanza erogazione ripristino flusso acqua ,  false
14240, interruzione servizio erogazione causa ,  false
14241,acqua tecnico comune territorio causa interruzione alimentazione rete servizio zona acqua rete flusso servizio causa servizio causa intervento rete condotta flusso tempo comune servizio rete sistema distribuzione rete territorio rete regione strada crisi area ,  false
14242, blackout elettrico lavoro tempo ,  true
14243, maltempo sospensione servizio interruzione servizio erogazione ,  false
14244, blackout elettrico lavoro tempo ,  true
14245, causa guasto rete approvvigionamento zona notizia lavoro intervento guasto ,  true
14246, acquedotto acquedotto lavoro acquedotto comune lavoro danno linea acquedotto comune lavoro guasto linea zona internet problema sistema azienda problema guasto rete lavoro comune perdita guasto rete cavo rame tempo area area azienda guasto auto fuoco rischio comune ferito fuoco ente incidente treno linea azienda ,  true
14247, guasto campo acqua guasto campo acqua guasto campo acqua guasto elettrico campo azienda guasto erogazione acqua causa guasto elettrico calo pressione interruzione ,  true
14248,guasto campo acqua guasto elettrico campo pressione erogazione acqua azienda erogazione acqua ,  true
14249, energia sospensione energia gas acqua energia gas trasporto energia sistema servizio acquedotto gas servizio gas gas acquedotto abitazione sisma emergenza elettrico gas fornitura sisma utenza abitazione abitazione sospensione sospensione fornitura servizio internet energia gas gestore servizio ,  false
14250, erogazione acqua livello servizio sospensione servizio territorio sospensione servizio territorio rete capoluogo acqua provincia acqua ,  false
14251,interruzione intervento riparazione utenza causa riparazione stazione comune interruzione lavoro problema comune interruzione flusso interruzione flusso manutenzione interruzione secco guasto elettrico pressione guasto elettrico,  true
14252,interruzione comune interruzione comune riparazione stazione interruzione lavoro problema interruzione secco rete secco interruzione comune ,  false
14253, servizio servizio rete paese rete internet rete problema rete blocco rete interruzione azienda intervento disservizio ,  false
14254, blackout ,  false
14255, blackout blackout ,  true
14256, paura crisi fuoco struttura allarme fumo attacco danno ,  false
14257,terremoto rete rete sistema gas servizio sospensione energia gas acqua energia gas trasporto energia sistema servizio acquedotto gas servizio gas gas acquedotto abitazione provvedimento sisma emergenza elettrico gas fornitura sisma utenza abitazione abitazione sospensione sospensione fornitura servizio internet energia gas gestore servizio calo ,  false
14258, sospensione computer ,  false
14259,blackout maltempo blackout maltempo blackout maltempo ,  true
14260,energia corrente interruzione energia gestore interruzione fornitura energia tempo corrente fornitura tempo gestore mancanza gas energia interruzione energia distacco corrente disagio causa distacco corrente ,  false
14261, carenza energia causa rete acquedotto comune manutenzione interruzione energia ,  false
14262, servizio secco servizio secco ente area acquedotto ente casa sistema popolazione ente erogazione acqua fornitura energia gas servizio erogazione acqua ,  false
14263, interruzione interruzione ,  false
14264,guasto acqua utenza causa guasto rete acquedotto comune interruzione intervento gestore servizio zona secco guasto elettrico guasto rete secco secco interruzione interruzione ,  true
14265,energia corrente interruzione energia gestore interruzione fornitura energia tempo corrente fornitura tempo gestore mancanza gas energia interruzione energia distacco corrente disagio causa distacco corrente ,  false
14266, manutenzione interruzione corrente causa interruzione energia flusso manutenzione flusso corrente manutenzione interruzione corrente conseguenza flusso ,  false
14267, blackout blackout tempo tempo ,  true
14268, blackout zona casa blackout tempo ,  true
14288,blackout elettrico elettrico blackout elettrico corrente rete zona impianto elettrico corrente buio erogazione energia buio zona buio zona buio blackout corrente zona energia energia zona buio illuminazione ,  true
14269, blackout blackout campo tempo ,  true
14270, rame rame fenomeno zona elettrico furto danno rame notizia ,  true
14271, interruzione energia impianto interruzione energia territorio zona impianto acqua erogazione utenza pressione ,  false
14272,guasto linea linea ritardo tensione stazione treno tempo guasto linea linea problema disservizio guasto ,  true
14273, secco sospensione flusso territorio ,  false
14274,blackout elettrico elettrico territorio interruzione energia territorio zona impianto acqua erogazione utenza pressione energia provincia ,  true
14275,crisi interruzione fornitura servizio interruzione network carenza acqua zona erogazione acqua servizio mancanza acqua problematica ,  false
14276, interruzione energia impianto interruzione energia territorio zona impianto acqua erogazione utenza pressione ,  false
14277,crisi interruzione fornitura servizio interruzione network carenza acqua zona erogazione acqua servizio mancanza acqua problematica ,  false
14278,blackout elettrico elettrico territorio interruzione energia territorio zona impianto acqua erogazione utenza pressione energia provincia ,  true
14279, sospensione erogazione sospensione erogazione interruzione acqua scuola collegamento rete scuola fornitura zona ,  false
14280,blackout elettrico elettrico territorio interruzione energia territorio zona impianto acqua erogazione utenza pressione energia provincia ,  true
14281, ,  false
14282, energia energia popolazione distribuzione corrente rifornimento elettrico blackout servizio area chiusura impianto impianto energia crisi ,  true
14283, sospensione erogazione comunicazione causa condotta consorzio erogazione acqua conseguenza territorio disagio rete comune ,  false
14284, sospensione scuola regione ospedale regione regione ,  false
14285,sospensione scuola scuola collegamento rete scuola fornitura zona zona ,  false
14286, tempo polizia polizia popolazione polizia sicurezza polizia territorio polizia popolazione sicurezza sicurezza ,  false
14287, frazione guasto acqua zona comune guasto elettrico impianto frazione danno distribuzione acqua disservizio ,  true
14290, comune comune acqua comune comunicazione interruzione causa rottura condotta erogazione riparazione ripristino fornitura ,  true
14291,blackout elettrico elettrico blackout elettrico corrente rete zona impianto elettrico corrente buio erogazione energia buio zona buio zona buio blackout corrente zona energia energia zona buio illuminazione ,  true
14292, impianto interruzione impianto interruzione erogazione ,  false
14293, guasto rete guasto tubatura acqua guasto rete interruzione erogazione acqua territorio danno guasto comune guasto rete interruzione acqua lavoro interruzione comune erogazione acqua erogazione acqua pressione territorio ospedale servizio ,  true
14294,guasto acquedotto strada guasto rete condotta zona fuoriuscita acqua tratto condotta tubazione quartiere traffico zona intervento riparazione tubazione erogazione acqua zona ,  true
14295,incendio guasto impianto guasto impianto elettrico guasto impianto elettrico incendio polizia autobotte fuoco incendio internet ,  true
14296,acquedotto sospensione servizio comune ,  false
14297, rete pressione sospensione acqua rete pressione sospensione acqua rete pressione impianto conduttura strada perdita acqua pressione pressione sospensione erogazione acqua acquedotto servizio rete pressione pressione ripristino pressione conseguenza sospensione fornitura autoclave acquedotto zona ospedale zona zona zona zona acqua interruzione conduttura strada perdita acqua pressione acquedotto ,  false
